Chrom	Gene Name	Strand	Positions
chr17	TBC1D3G	-	[36194869, 36212872, 36253639, 36294849, 36309348, 36334758, 36337764, 36351863, 36351969, 36352430, 36370721, 36377531, 36381928, 36472597, 36479013, 36495426, 36495582, 36495810, 36497637, 36499330, 36513153, 36537690, 36539208, 36557688, 36559885, 36560110, 36561742, 36581372, 36585925, 36586056, 36589386, 36589599, 36589750, 36600728, 36608839, 36608970, 36686391, 36687920, 36723281, 36828031, 36828175, 36828323, 36837737, 36859898, 36883357, 36883967, 36885953, 36889861, 36890227, 36890689, 36891168, 36891351, 36899581, 36916836, 36918758, 36920402, 36921994, 36923625, 36923746, 36943933, 36944611, 36952996, 36956851, 36957569, 36957800, 36966848, 36969095, 36971298, 36977203, 36980421, 37004184, 37005117, 37005546, 37006404, 37006512, 37006615, 37006995, 37008857, 37009313, 37009958, 37011886, 37025561, 37056776, 37062090, 37077885, 37084997, 37085562, 37143351, 37143864, 37247969, 37328655, 37359290, 37360357, 37360901, 37392707, 37405962, 37409072, 37413332, 37416920, 37443724, 37444752, 37447784, 37465652, 37467773, 37477058, 37478204, 37483246, 37513423, 37514797, 37514953, 37516736, 37517830, 37518461, 37523665, 37529335, 37560654, 37560762, 37562900, 37563299, 37564042, 37564203, 37584322, 37591000, 37609811, 37618604, 37618817, 37642264, 37643384, 37686431, 37688024, 37688450, 37688644, 37689115, 37689271, 37689712, 37690116, 37690582, 37690695, 37712239, 37800880, 37819662, 37820356, 37822725, 37827425, 37855078, 37884751, 37885477, 38060916, 38077364, 38077562, 38086459]
chr17	TBC1D3H	-	[36194869, 36212872, 36253639, 36294849, 36309348, 36334758, 36337764, 36351863, 36351969, 36352430, 36370721, 36377531, 36381928, 36472597, 36479013, 36495426, 36495582, 36495810, 36497637, 36499330, 36513153, 36537690, 36539208, 36557688, 36559885, 36560110, 36561742, 36581372, 36585925, 36586056, 36589386, 36589599, 36589750, 36600728, 36608839, 36608970, 36686391, 36687920, 36723281, 36828031, 36828175, 36828323, 36837737, 36859898, 36883357, 36883967, 36885953, 36889861, 36890227, 36890689, 36891168, 36891351, 36899581, 36916836, 36918758, 36920402, 36921994, 36923625, 36923746, 36943933, 36944611, 36952996, 36956851, 36957569, 36957800, 36966848, 36969095, 36971298, 36977203, 36980421, 37004184, 37005117, 37005546, 37006404, 37006512, 37006615, 37006995, 37008857, 37009313, 37009958, 37011886, 37025561, 37056776, 37062090, 37077885, 37084997, 37085562, 37143351, 37143864, 37247969, 37328655, 37359290, 37360357, 37360901, 37392707, 37405962, 37409072, 37413332, 37416920, 37443724, 37444752, 37447784, 37465652, 37467773, 37477058, 37478204, 37483246, 37513423, 37514797, 37514953, 37516736, 37517830, 37518461, 37523665, 37529335, 37560654, 37560762, 37562900, 37563299, 37564042, 37564203, 37584322, 37591000, 37609811, 37618604, 37618817, 37642264, 37643384, 37686431, 37688024, 37688450, 37688644, 37689115, 37689271, 37689712, 37690116, 37690582, 37690695, 37712239, 37800880, 37819662, 37820356, 37822725, 37827425, 37855078, 37884751, 37885477, 38060916, 38077364, 38077562, 38086459]
chr17	TBC1D3I	-	[36194869, 36212872, 36253639, 36294849, 36309348, 36334758, 36337764, 36351863, 36351969, 36352430, 36370721, 36377531, 36381928, 36472597, 36479013, 36495426, 36495582, 36495810, 36497637, 36499330, 36513153, 36537690, 36539208, 36557688, 36559885, 36560110, 36561742, 36581372, 36585925, 36586056, 36589386, 36589599, 36589750, 36600728, 36608839, 36608970, 36686391, 36687920, 36723281, 36828031, 36828175, 36828323, 36837737, 36859898, 36883357, 36883967, 36885953, 36889861, 36890227, 36890689, 36891168, 36891351, 36899581, 36916836, 36918758, 36920402, 36921994, 36923625, 36923746, 36943933, 36944611, 36952996, 36956851, 36957569, 36957800, 36966848, 36969095, 36971298, 36977203, 36980421, 37004184, 37005117, 37005546, 37006404, 37006512, 37006615, 37006995, 37008857, 37009313, 37009958, 37011886, 37025561, 37056776, 37062090, 37077885, 37084997, 37085562, 37143351, 37143864, 37247969, 37328655, 37359290, 37360357, 37360901, 37392707, 37405962, 37409072, 37413332, 37416920, 37443724, 37444752, 37447784, 37465652, 37467773, 37477058, 37478204, 37483246, 37513423, 37514797, 37514953, 37516736, 37517830, 37518461, 37523665, 37529335, 37560654, 37560762, 37562900, 37563299, 37564042, 37564203, 37584322, 37591000, 37609811, 37618604, 37618817, 37642264, 37643384, 37686431, 37688024, 37688450, 37688644, 37689115, 37689271, 37689712, 37690116, 37690582, 37690695, 37712239, 37800880, 37819662, 37820356, 37822725, 37827425, 37855078, 37884751, 37885477, 38060916, 38077364, 38077562, 38086459]
chr17	TBC1D3K	-	[36377531, 36381928, 36472597, 36479013, 36495426, 36495582, 36495810, 36497637, 36499330, 36513153, 36537690, 36539208, 36557688, 36559885, 36560110, 36561742, 36581372, 36585925, 36586056, 36589386, 36589599, 36589750, 36600728, 36608839, 36608970, 36686391, 36687920, 36723281, 36828031, 36828175, 36828323, 36837737, 36859898, 36883357, 36883967, 36885953, 36889861, 36890227, 36890689, 36891168, 36891351, 36899581, 36916836, 36918758, 36920402, 36921994, 36923625, 36923746, 36943933, 36944611, 36952996, 36956851, 36957569, 36957800, 36966848, 36969095, 36971298, 36977203, 36980421, 37004184, 37005117, 37005546, 37006404, 37006512, 37006615, 37006995, 37008857, 37009313, 37009958, 37011886, 37025561, 37056776, 37062090, 37077885, 37084997, 37085562, 37143351, 37143864, 37247969, 37328655, 37359290, 37360357, 37360901, 37392707, 37405962, 37409072, 37413332, 37416920, 37443724, 37444752, 37447784, 37465652, 37467773, 37477058, 37478204, 37483246, 37513423, 37514797, 37514953, 37516736, 37517830, 37518461, 37523665, 37529335, 37560654, 37560762, 37562900, 37563299, 37564042, 37564203, 37584322, 37591000, 37609811, 37618604, 37618817, 37642264, 37643384, 37686431, 37688024, 37688450, 37688644, 37689115, 37689271, 37689712, 37690116, 37690582, 37690695, 37712239, 37800880, 37819662, 37820356, 37822725, 37827425, 37855078, 37884751, 37885477, 38060916, 38077364, 38077562, 38086459, 38154137, 38175404, 38184448]
chr17	TBC1D3L	-	[36194869, 36212872, 36253639, 36294849, 36309348, 36334758, 36337764, 36351863, 36351969, 36352430, 36370721, 36377531, 36381928, 36472597, 36479013, 36495426, 36495582, 36495810, 36497637, 36499330, 36513153, 36537690, 36539208, 36557688, 36559885, 36560110, 36561742, 36581372, 36585925, 36586056, 36589386, 36589599, 36589750, 36600728, 36608839, 36608970, 36686391, 36687920, 36723281, 36828031, 36828175, 36828323, 36837737, 36859898, 36883357, 36883967, 36885953, 36889861, 36890227, 36890689, 36891168, 36891351, 36899581, 36916836, 36918758, 36920402, 36921994, 36923625, 36923746, 36943933, 36944611, 36952996, 36956851, 36957569, 36957800, 36966848, 36969095, 36971298, 36977203, 36980421, 37004184, 37005117, 37005546, 37006404, 37006512, 37006615, 37006995, 37008857, 37009313, 37009958, 37011886, 37025561, 37056776, 37062090, 37077885, 37084997, 37085562, 37143351, 37143864, 37247969, 37328655, 37359290, 37360357, 37360901, 37392707, 37405962, 37409072, 37413332, 37416920, 37443724, 37444752, 37447784, 37465652, 37467773, 37477058, 37478204, 37483246, 37513423, 37514797, 37514953, 37516736, 37517830, 37518461, 37523665, 37529335, 37560654, 37560762, 37562900, 37563299, 37564042, 37564203, 37584322, 37591000, 37609811, 37618604, 37618817, 37642264, 37643384, 37686431, 37688024, 37688450, 37688644, 37689115, 37689271, 37689712, 37690116, 37690582, 37690695, 37712239, 37800880, 37819662, 37820356, 37822725, 37827425, 37855078, 37884751, 37885477, 38060916, 38077364, 38077562, 38086459]
chr17	RNASEK-C17orf49	+	[7014531, 7017519]
chr17	TBC1D3P1-DHX40P1	-	[59962363, 59973100, 59973698]
chr17	MYCBPAP	+	[50510419, 50531500]
chr17	AP2B1	+	[35587585, 35594010, 35598230, 35603401, 35660119, 35685642, 35723815, 35724001, 35726341]
chr17	CYB561	-	[63432304, 63432563, 63433121]
chr17	CNTROB	+	[7949577]
chr17	TUBD1	-	[59859553, 59865098, 59867351, 59876583, 59880542]
chr17	DRC3	+	[18007827, 18015059]
chr17	SLC46A1	-	[28395145, 28395683, 28397286, 28398163, 28399033, 28401047, 28404048]
chr17	ATP6V0A1	+	[42459774, 42472805, 42473974, 42477491, 42510420, 42511443, 42512480, 42513855, 42522490]
chr17	VPS53	-	[508668, 511490, 513222, 515042, 515151, 515881, 516031, 516298, 516729, 516832, 517679, 517927, 519119, 532708, 546307, 546974, 600874, 608355, 633397, 637498, 641431, 642269, 644685, 644895, 646046, 646781, 646954, 647938, 662644, 662796, 662945, 663058, 673808, 679056, 695316, 695547, 695658, 702647, 702922, 705125, 708141]
chr17	C17orf107	+	[4902249]
chr17	C17orf102	-	[34574350]
chr17	C17orf100	+	[6653155, 6653297]
chr17	PRKCA-AS1	-	[66398069, 66402302, 66415073, 66415882]
chr17	STXBP4	+	[54968843, 55015756, 55028199, 55029247, 55044775, 55062384, 55083760, 55084046, 55155988, 55160189, 55162887, 55162997]
chr17	DBF4B	+	[44750238, 44750540, 44752263]
chr17	BRIP1	-	[61679186, 61681266, 61684719, 61685593, 61714429, 61739057, 61764804, 61772394, 61773585, 61780231, 61787493, 61793525, 61801589, 61803124, 61810823, 61822726, 61822979, 61823823, 61824041, 61824311, 61829317, 61842786, 61843435]
chr17	LINC01977	+	[79827703]
chr17	TTC25	+	[41937040, 41965344, 41965650]
chr17	ENO3	+	[4957128]
chr17	TAOK1	+	[29404104, 29530723, 29543597, 29548036, 29550739, 29551896]
chr17	EXOC7	-	[76081018, 76081148, 76081457, 76082391, 76083576, 76092401, 76101012, 76101783, 76102008, 76102228, 76102541, 76102754, 76102911, 76103335, 76103451]
chr17	LLGL2	+	[75564722, 75575206]
chr17	LLGL1	+	[18231132, 18231294, 18231919, 18244816]
chr17	ACOX1	-	[75941593, 75945581, 75955339, 75972935, 75973309]
chr17	CDK3	+	[76004502, 76005997]
chr17	OXLD1	-	[81665036]
chr17	SYNRG	-	[37514797, 37514953, 37516736, 37517830, 37518461, 37523665, 37529335, 37560654, 37560762, 37562900, 37563299, 37564042, 37564203, 37584322, 37591000]
chr17	SPECC1	+	[20023700, 20023829, 20099447, 20107861, 20108137, 20108792, 20140266, 20140391, 20142755, 20203071, 20204544, 20205342, 20205481, 20236955, 20237097, 20238704, 20238887, 20239179, 20239426, 20279801, 20306172]
chr17	ALOX15	-	[4630919]
chr17	MYOCD	+	[12671862, 12765313]
chr17	ELAC2	-	[12992391]
chr17	ARHGDIA	-	[81867721]
chr17	PRKCA	+	[66306264, 66320138, 66327305, 66378820, 66390156, 66392145, 66398069, 66402302, 66415073, 66415882, 66418816, 66425444, 66522732, 66525090, 66526643, 66527776, 66528212, 66528551, 66528791, 66529491, 66532114, 66559383, 66560131, 66618285, 66694669, 66699153, 66703863, 66805209, 66805317, 66810545, 66810672]
chr17	ACBD4	+	[45144180]
chr17	TANC2	+	[63090744, 63106954, 63109098, 63399285, 63427588]
chr17	UBALD2	+	[76270761, 76271294]
chr17	SGSM2	+	[2366589, 2381049]
chr17	MLX	+	[42571834, 42571966, 42572310, 42572712]
chr17	ENDOV	+	[80420532, 80424283, 80430342]
chr17	CCL15-CCL14	-	[35990269, 35996440]
chr17	GGA3	-	[75236599]
chr17	TEKT1	-	[6799981]
chr17	KRTAP4-3	-	[41167231]
chr17	ACTG1	-	[81509971]
chr17	FKBP10	+	[41823212]
chr17	TBX21	+	[47735759, 47746118]
chr17	TACO1	+	[63607361, 63608166, 63608290]
chr17	LOC105371485	+	[2020702]
chr17	CWC25	-	[38800450, 38801193]
chr17	NACA2	-	[61590483]
chr17	MAP3K3	+	[63631719, 63631854, 63631990, 63637079, 63683378, 63687443, 63694995, 63696195, 63696302]
chr17	TRPV1	-	[3565571, 3565705, 3566390, 3568751, 3572879, 3576582, 3598619, 3599360, 3601761, 3608599]
chr17	LUC7L3	+	[50719819, 50737003, 50741182, 50744755, 50745760, 50745953, 50746549, 50746658, 50748707, 50750514, 50751616, 50752306, 50752541]
chr17	TRPV2	+	[16437002]
chr17	ERBB2	+	[39717656, 39728500, 39728661]
chr17	ZNF207	+	[32369961, 32370342]
chr17	KRTAP1-3	-	[41033884]
chr17	KRTAP1-5	-	[41026026]
chr17	LOC440434	+	[36294849, 36309348, 36334758, 36337764, 36351863, 36351969, 36352430, 36370721, 36377531, 36381928, 36472597, 36479013, 36495426, 36495582, 36495810, 36497637, 36499330, 36513153, 36537690, 36539208, 36557688, 36559885, 36560110, 36561742, 36581372, 36585925, 36586056, 36589386, 36589599, 36589750, 36600728, 36608839, 36608970, 36686391, 36687920, 36723281, 36828031, 36828175, 36828323, 36837737, 36859898, 36883357, 36883967, 36885953, 36889861, 36890227, 36890689, 36891168, 36891351, 36899581, 36916836, 36918758, 36920402, 36921994, 36923625, 36923746, 36943933, 36944611, 36952996, 36956851, 36957569, 36957800, 36966848, 36969095, 36971298, 36977203, 36980421, 37004184, 37005117, 37005546, 37006404, 37006512, 37006615, 37006995, 37008857, 37009313, 37009958, 37011886, 37025561, 37056776, 37062090, 37077885, 37084997, 37085562, 37143351, 37143864, 37247969, 37328655, 37359290, 37360357, 37360901, 37392707, 37405962, 37409072, 37413332, 37416920, 37443724, 37444752, 37447784, 37465652, 37467773, 37477058, 37478204, 37483246, 37513423, 37514797, 37514953, 37516736, 37517830, 37518461, 37523665, 37529335, 37560654, 37560762, 37562900, 37563299, 37564042, 37564203, 37584322, 37591000, 37609811, 37618604, 37618817, 37642264, 37643384, 37686431, 37688024, 37688450, 37688644, 37689115, 37689271, 37689712, 37690116, 37690582, 37690695, 37712239, 37800880, 37819662, 37820356, 37822725, 37827425, 37855078, 37884751, 37885477, 38060916, 38077364, 38077562, 38086459, 38154137, 38175404, 38184448, 38230720, 38246189, 38248786, 38249188, 38250008]
chr17	GPATCH8	-	[44395437, 44396601, 44400122, 44405987, 44406820, 44410069, 44413614, 44421797, 44427579, 44436499, 44447756, 44468077, 44468453, 44470559, 44472051, 44486153]
chr17	TMEM102	+	[7437522, 7437678]
chr17	TMEM100	-	[55719627, 55719905]
chr17	TMEM107	-	[8172516, 8173267, 8173639, 8173810, 8174001, 8174533, 8175167]
chr17	RPL19	+	[39204721]
chr17	TMEM105	-	[81311270]
chr17	TMEM104	+	[74838481, 74839752]
chr17	XAF1	+	[6773812, 6774107]
chr17	NME1	+	[51161189, 51161965]
chr17	NME2	+	[51169369, 51170045, 51171642, 51171743]
chr17	EME1	+	[50375063, 50381239, 50381384]
chr17	HELZ	-	[67070438, 67077244, 67077383, 67078007, 67078154, 67167526, 67243525, 67243644]
chr17	GJC1	-	[44798448, 44799013, 44799268, 44804217, 44804408]
chr17	KRTAP4-9	+	[41106487]
chr17	KRTAP4-8	-	[41096981]
chr17	NT5M	+	[17347660]
chr17	KRTAP4-1	-	[41184104]
chr17	TEKT3	-	[15303811]
chr17	KRTAP4-2	-	[41177446]
chr17	KRTAP4-5	-	[41148924]
chr17	KRTAP4-7	+	[41085140]
chr17	KRTAP4-6	-	[41139433]
chr17	LGALS9C	+	[18494944]
chr17	CLUH	-	[2689386]
chr17	LOC100287808	+	[38751456]
chr17	KIAA0753	-	[6578325]
chr17	PHF23	-	[7235028, 7235270]
chr17	ABCA10	-	[69148007, 69244311]
chr17	LOC101927839	+	[2233609]
chr17	TP53	-	[7668421, 7685260]
chr17	UBE2O	-	[76389573, 76389928, 76420310, 76420528, 76420655, 76434874, 76445366]
chr17	UBE2Z	+	[48928275, 48928824, 48928981]
chr17	RPAIN	+	[5432777]
chr17	TOP3A	-	[18271428, 18273967, 18274218]
chr17	PPP1R9B	-	[50133735, 50133839, 50146175]
chr17	SEC14L1	+	[77088689, 77090378, 77090563, 77090896, 77093811, 77094921, 77099901, 77193548, 77195030, 77214329, 77216957]
chr17	RPRML	-	[46978156]
chr17	KRT9	-	[41565841]
chr17	THRA1/BTR	+	[48307828]
chr17	BORCS6	-	[8188333]
chr17	CTDNEP1	-	[7243591]
chr17	MIR497HG	-	[7017519]
chr17	RABEP1	+	[5284784, 5286962, 5287851, 5288875, 5289477, 5326149, 5326613, 5329587, 5332025, 5334759, 5335246, 5336185, 5336613, 5337877, 5339738, 5342185, 5344331, 5344701, 5344871, 5345282, 5345427, 5345674, 5346883, 5350571, 5354362, 5365342, 5374652, 5377224, 5377380, 5377686, 5383633, 5384624, 5385542, 5385727, 5386026, 5386165]
chr17	ALOX12B	-	[8072636, 8081564]
chr17	PLEKHM1	-	[45435900, 45437444, 45452938]
chr17	SLC43A2	-	[1569267, 1574372, 1574473, 1585463, 1587276, 1606168, 1606437, 1607607, 1608396, 1614904]
chr17	WNT3	-	[46768575, 46802223, 46803844]
chr17	LOC101927911	-	[2962248]
chr17	SPAG5-AS1	+	[28601827, 28607964, 28614440, 28614712, 28617366]
chr17	ZPBP2	+	[39877146, 39877895]
chr17	SAT2	-	[7626234, 7626606, 7626775]
chr17	SPDYE4	-	[8755385]
chr17	BIRC5	+	[78214782, 78215368, 78216700, 78223966, 78224139, 78224621, 78224864, 78225168, 78225346, 78225447, 78225634]
chr17	MGAT5B	+	[76882526, 76950317]
chr17	TNFSF12-TNFSF13	+	[7557889, 7561600]
chr17	NSF	+	[46620106, 46623379, 46626300, 46626432, 46651610, 46652895, 46653212, 46653884, 46657776, 46668669, 46669364, 46673167, 46673424, 46675892, 46679622, 46680947, 46683685, 46684644, 46684771, 46685143, 46689768, 46694499, 46698595, 46711640, 46712132, 46712256, 46713206, 46713501, 46713815, 46713973, 46715765, 46721645, 46721864, 46752724, 46755986, 46757270, 46757383]
chr17	OTOP3	+	[74949987]
chr17	MSI2	+	[57281119, 57281269, 57281675, 57281850, 57281983, 57282309, 57282641, 57282989, 57283338, 57283684, 57283976, 57292475, 57329312, 57351802, 57352541, 57353223, 57365020, 57475008, 57478913, 57479021, 57600864, 57616562, 57632901, 57633182, 57643105, 57643988, 57680293, 57682962, 57684530, 57684684]
chr17	KRTAP4-11	-	[41117181]
chr17	DUSP14	+	[37513423]
chr17	RAMP2	+	[42763040]
chr17	ENGASE	+	[79086695, 79088598]
chr17	RPA1	+	[1898062, 1899498]
chr17	RNFT1	-	[59952362, 59961101, 59962363]
chr17	ANKFN1	+	[56166707, 56166890, 56168495, 56172373, 56175211, 56176423, 56178790, 56279825, 56282875, 56285004, 56289175, 56310860, 56422623, 56423363]
chr17	WNT9B	+	[46876966]
chr17	AOC3	+	[42858129]
chr17	AOC2	+	[42850706]
chr17	TIMP2	-	[78852977, 78855537]
chr17	EPX	+	[58196166, 58202352, 58205173]
chr17	MAP3K14-AS1	+	[45254393, 45263119]
chr17	RNASEK	+	[7014531]
chr17	SLC26A11	+	[80222774, 80251083, 80252649, 80253421]
chr17	RNF126P1	+	[57046794]
chr17	RARA-AS1	-	[40340867, 40341195]
chr17	KRTAP17-1	-	[41314917]
chr17	MIF4GD	-	[75266366]
chr17	DDX5	-	[64498335, 64499616, 64502275, 64502532, 64502933, 64504811, 64506076]
chr17	MYO15B	+	[75620920]
chr17	MYO15A	+	[18179801]
chr17	FOXK2	+	[82578615, 82602408, 82602989, 82604601]
chr17	PPP1R27	-	[81833492]
chr17	CLTC	+	[59625570, 59641529, 59657838, 59664493, 59667844, 59668463, 59668999, 59674636, 59684727, 59685759, 59687146, 59694021, 59694667, 59694768, 59695036, 59696309]
chr17	PGS1	+	[78381342, 78389965, 78392540, 78403678, 78404061, 78411780, 78423009, 78423697, 78424442, 78424558]
chr17	BTBD17	-	[74356416]
chr17	NATD1	-	[21238870, 21242886]
chr17	KCNJ16	+	[70133603]
chr17	SLC5A10	+	[18951625, 18968789, 19020684]
chr17	DLX4	+	[49974599, 49974958]
chr17	TOP2A	-	[40388525]
chr17	ASIC2	-	[33013087, 33052107, 33099969, 33529787, 33529948, 33680882, 33689173, 33935444, 34118347]
chr17	SNORD104	+	[64146129]
chr17	PMP22	-	[15229777, 15240427]
chr17	CDC27	-	[47117703, 47118041, 47118227, 47118449, 47119500, 47120301, 47120500, 47120640, 47120838, 47127084, 47128440, 47129642, 47131528, 47132437, 47132909, 47133406, 47158699]
chr17	GLOD4	-	[759320, 763565]
chr17	TNFAIP1	+	[28345079, 28345307, 28347008]
chr17	SHBG	+	[7614526, 7626234, 7626606, 7626775, 7633371]
chr17	BAIAP2	+	[81052532, 81052724, 81110481, 81116160, 81117295]
chr17	EPN2-IT1	+	[19274387]
chr17	NUP88	-	[5385542, 5385727, 5386026, 5386165, 5387418, 5389955, 5391520, 5392867, 5393767, 5393945, 5394056, 5402820]
chr17	LOC105371907	-	[77273784]
chr17	04-Sep	-	[58520256, 58520578, 58522898, 58524666]
chr17	LOC105371730	-	[32141226]
chr17	EVI2B	-	[31303894]
chr17	POLDIP2	-	[28347008, 28347177]
chr17	SGCA	+	[50171428, 50175903]
chr17	SCPEP1	+	[56998961, 57006282, 57006668]
chr17	RAPGEFL1	+	[40195649]
chr17	MAPK7	+	[19383442, 19383543]
chr17	LINC01180	-	[44646364]
chr17	ARL17B	-	[45515986, 45516618, 45519459, 45520364, 45520901, 45532532, 45566099, 45587300, 45608949, 45609930, 45637958, 45640029, 45642299, 45651002, 45651214, 45655155, 45670841, 45680694, 45682448, 45698478, 45699168, 45699401, 45700386, 45700556, 45731718, 45734048, 45736509, 45736640, 45739866, 45741306, 45759897, 45760202, 45760690, 45760865, 45761640, 45761952, 45762795, 45789214, 45789358, 45835824, 45843986, 45847071, 45898797, 45900878, 45901127, 45915124, 45915294, 45968705, 45994794, 46006241, 46018610, 46025523, 46026561, 46029916, 46030018, 46031416, 46035769, 46058993, 46137325, 46138237, 46138713, 46147492, 46147641, 46148125, 46148262, 46153456, 46154301, 46178643, 46178766, 46196722, 46200015, 46299134, 46309507, 46329421, 46337793, 46339397, 46516702, 46547300, 46554044, 46555649, 46569319]
chr17	DUSP3	-	[43766121, 43768137, 43768285, 43769169]
chr17	SHPK	-	[3608599, 3615943, 3617996, 3619101, 3622790, 3624651, 3626424, 3631045, 3633084]
chr17	JPT1	-	[75135248]
chr17	CCL11	+	[34287713, 34288123]
chr17	CCL13	+	[34358606]
chr17	CCL16	-	[35976499]
chr17	SYNGR2	+	[78172701, 78172927]
chr17	STAT5A	+	[42287691, 42289053, 42297801, 42311867]
chr17	PITPNM3	-	[6451263, 6451468, 6460569, 6481691, 6544433, 6545095, 6546369, 6547648, 6547763, 6552736, 6554850]
chr17	LINC01989	-	[34169376, 34178165]
chr17	TBC1D16	-	[79932343, 79932485, 79933561, 79935725, 79935855, 79937908, 79940020, 79943856, 79945673, 79952991, 79975189, 79976654, 79988815, 79988963, 79992017, 79993837, 79994086, 80005837, 80005961, 80015215, 80015835, 80016126, 80026103, 80035292]
chr17	KCTD2	+	[75038863, 75065888]
chr17	ADAM11	+	[44781845]
chr17	HS3ST3A1	-	[13495689, 13496186, 13502078, 13598760]
chr17	SLC38A10	-	[81245000, 81251196, 81251802, 81279699]
chr17	LOC105274304	+	[76672551, 76673650]
chr17	DGKE	+	[56836465, 56846518, 56868608]
chr17	CNP	+	[41975173, 41976421, 41976702, 41977730]
chr17	TMEM106A	+	[43219056, 43219451]
chr17	COPZ2	-	[48026171, 48031646]
chr17	NDEL1	+	[8461369, 8468159]
chr17	RNF167	+	[4945221]
chr17	PEMT	-	[17505563]
chr17	TXNDC17	+	[6643091, 6643315, 6644273]
chr17	UNC45B	+	[35186962, 35187236, 35188282, 35189344]
chr17	LINC02210-CRHR1	+	[45637958, 45640029, 45642299, 45651002, 45651214, 45655155, 45670841, 45680694, 45682448, 45698478, 45699168, 45699401, 45700386, 45700556, 45731718, 45734048, 45736509, 45736640, 45739866, 45741306, 45759897, 45760202, 45760690, 45760865, 45761640, 45761952, 45762795, 45789214, 45789358, 45835824]
chr17	CTC1	-	[8224821, 8226875, 8227818]
chr17	FAM222B	-	[28755980, 28756675, 28756831, 28757258, 28757359, 28778798, 28783788, 28793360, 28794192, 28794300, 28794636, 28795533, 28808924, 28814082, 28822154]
chr17	CPSF4L	-	[73248805]
chr17	KRT222	-	[40656230]
chr17	FDXR	-	[74862497]
chr17	AMZ2	+	[68207492, 68246628, 68257155]
chr17	RAI1-AS1	-	[17762923]
chr17	MRPL58	+	[75021260]
chr17	C17orf78	+	[37392707]
chr17	ARHGEF15	+	[8322510]
chr17	ALOXE3	-	[8095900]
chr17	FXR2	-	[7591230, 7606753, 7614526]
chr17	LOC101928475	+	[15031956]
chr17	MBTD1	-	[51177425, 51181118, 51191278, 51243355, 51247513, 51249579]
chr17	NPB	+	[81902904]
chr17	MGC16275	-	[74210654]
chr17	FBXW10	+	[18779348]
chr17	MYO18A	-	[29073517, 29086491, 29091150, 29092394, 29096037, 29096613, 29096936, 29100457, 29101319, 29109777, 29112196, 29112745, 29117729, 29119305, 29119744, 29122136, 29122463, 29122939, 29161835, 29162249, 29162456]
chr17	MGC12916	+	[14305504]
chr17	PPP1R1B	+	[39636623]
chr17	TADA2A	+	[37409072, 37413332, 37416920, 37443724, 37444752, 37447784, 37465652, 37467773, 37477058]
chr17	APOH	-	[66212033]
chr17	OVCA2	+	[2043423]
chr17	FAM104A	-	[73207353, 73207853, 73208427, 73209234, 73209487, 73215191, 73230218, 73231294, 73231764]
chr17	NF1	+	[31159228, 31183471, 31191135, 31200091, 31222689, 31252803, 31252940, 31268577, 31272013, 31294647, 31303766, 31303894, 31317560, 31317738, 31317925, 31318433, 31319665, 31347310, 31360989, 31361601, 31375683, 31377507, 31377669]
chr17	BLMH	-	[30248195]
chr17	FOXJ1	-	[76136333]
chr17	CCDC57	-	[82101470, 82113030, 82153619, 82157448]
chr17	RPH3AL	-	[212492, 261689, 322452, 333443]
chr17	LOC105371849	+	[60081151, 60081338, 60082350, 60083566, 60083757, 60085115]
chr17	NUFIP2	-	[29255836, 29257163, 29257334, 29261626, 29262342, 29263192, 29263349, 29264194, 29264326]
chr17	SDF2	-	[28648356, 28648589]
chr17	SLC35B1	-	[49700943, 49701128, 49701324, 49701468, 49702859, 49706165]
chr17	FLOT2	-	[28879335]
chr17	EMC6	+	[3669664]
chr17	MYH10	-	[8474205]
chr17	MYH13	-	[10300866]
chr17	PELP1	-	[4671384, 4671691, 4672267, 4690409, 4696830, 4701102, 4701711]
chr17	SPEM1	+	[7421631]
chr17	AKAP10	-	[19904302, 19904475, 19929372, 19936002]
chr17	GPRC5C	+	[74447428]
chr17	TVP23C-CDRT4	-	[15436015, 15436183, 15440414, 15440546, 15443853, 15450698, 15457645, 15466531, 15501081, 15502264, 15523402, 15523688, 15530773, 15531346, 15531507, 15536980, 15537088, 15537199, 15542456, 15555883, 15563545]
chr17	LINC02089	+	[52899587]
chr17	LINC02081	-	[78617388]
chr17	C17orf82	+	[61413279]
chr17	C17orf80	+	[73232767, 73247526, 73247932, 73248805]
chr17	LASP1	+	[38921761]
chr17	NAA38	-	[7856685, 7862281]
chr17	NTN1	+	[9171068, 9183675, 9243999]
chr17	MYHAS	+	[10390322, 10443290, 10492307, 10521148, 10537861]
chr17	B4GALNT2	+	[49157044, 49157730]
chr17	RCVRN	-	[9897710]
chr17	WDR81	+	[1726314, 1729923, 1738463, 1738584]
chr17	ATP5MC1	+	[48895287, 48895793]
chr17	VPS25	+	[42779598]
chr17	AARSD1	-	[42950527, 42950637, 42951498, 42951835, 42952899, 42955537, 42957063]
chr17	HNF1B	-	[37686431, 37688024, 37688450, 37688644, 37689115, 37689271, 37689712, 37690116, 37690582, 37690695, 37712239]
chr17	RAI1	+	[17685049, 17714658, 17715460, 17726654, 17729674, 17746920, 17747037, 17750330, 17762923, 17767917, 17769147, 17772300, 17811219, 17811346]
chr17	SKA2	-	[59109951, 59110322, 59111865, 59112147, 59147682, 59151553]
chr17	PFAS	+	[8270479]
